Emotion,Text
enthusiasm,මගේ යාළුවෙක්ගෙන් ඒක මගේ අවධානයට යොමු වෙලා තියෙනවා මම මෑතකදී බර වැඩි වුණා එයා දැනගෙන හිටියේ නැහැ ඒ මම කියලා
hate,කමක් නැහැ මේක බේරගන්න බැරි දෙයක් කියලා මම හිතනවා
neutral,මම දෙමාපිය පාලනය බලාගෙන හිටියා
worry,මගේ ශුභවාදී බලාපොරොත්තුව තමයි හැමෝටම හොඳ වේවි කියලා අහලා මට දුකයි
worry,මම කලින් වගේ හිටියා
neutral,නමුත් මට ඕන නෑ
neutral,තාත්තා සහ මම ඇසුරුම් කරනකොට දවල් ඉඳන් මම දහවල් ඉඳන් දහඩිය දැමීම නවත්තලා නැහැ
hate,ඔව් මගේ කොට්ටය විනිශ්චය කරන්න එපා
neutral,නිදන කාමර ගෘහ භාණ්ඩ ඔක්කොම තීන්ත ගාලා ඉවරයි මට තාම මේසය හදන්න වෙනවා නමුත් ඒක මාරුවෙන් පස්සේ බලා ඉන්න වෙයි
worry,සෑම දෙයක්ම ගැන බොරු කියන්න බැහැ
hate,රූමි එක්ක ඉන්න චිලින්ට සොම්බි ක්ලවුන් එනකම් ඉන්න බෑ ඒක සති ගානක් වෙනවා
boredom,ඇත්තටම නිදිමත නැහැ කම්මැලියි කියන එක තමයි හරි වචනය ආයෙත් වැඩි වැඩක් නැහැ
neutral,මගේ ශුභවාදී දේවල් අපි හැමෝටම හොඳ වෙයි කියලා අහලා මට දුකයි
worry,මම අද රෑ තමයි සමලිංගිකයින්ට හැදුවේ
worry,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හිතන්නේ ඒවා සුපිරියටම ඇහෙනවා
worry,ගැහැණු ළමයෙක් දැන් මගේ සිතුවිලි වල හරිම මෝඩයි
worry,මට මෑතකදී ටොන් එකක් බර වැඩි වුණා කියලා මගේ අවධානයට ලක් වෙලා තියෙනවා එයා දැනගෙන හිටියේ නැහැ ඒ මම කියලා
neutral,මෑතකදී මම ටොන් ගණනක් බර වැඩි කර ගත් ඔබේ මිතුරෙකුගෙන් එය මගේ අවධානයට ලක්ව ඇත ඔහු ඒ මම කියලා දැනගෙන හිටියේ නැහැ
hate,ඇඳේ වැතිර ඉන්නවා ෆාආ අඩුම තරමේ මම කලින් වගේ හිටියාට සාපේක්ෂව
worry,ගිණුම් කරන ආකාරය තව ටිකක් එකතු කරනවා කෙටි කාලීනව පීඩනය හොඳයි නමුත් හොඳින් මුහුණ දෙන්න
neutral,මම දවස් ගානක් ටෝච්වුඩ් බලන්න ලෑස්තියි එයාලා මොනවා හරි ඇහුවද කියලා බලන්න
surprise,මම මගේ කකුල පුරාම බියර් හැලුවා ගෙදර මගේ බියර් භාගයක් නාස්ති කළා දැන් මට හුරුබුහුටි ගැහැණු ළමයෙක් මුණගැහුණා හොඳ සංවාදයක්
happiness,අද රෑ මම ගෙදර ඉන්නවා
worry,ලේඩි ගාගා ට්වීට් කළා ඔයා දැනගන්න ඕන නිසා එයාගේ වීඩියෝ එක ලීක් වෙන එක ගැන එයාගේ හිතට දැනුනේ නෑ
fun,ඊයේ රෑ අන්තර්ජාලය නැහැ ළඟපාත ගෑස් වැඩ කෙළවරේ දැවැන්ත පිපිරීමක් සිදුවුණා ස්ටෑන්ඩ්බයි එකේ මොකද ගුවන් සේවා හරිම දුර්වලයි
boredom,අනුමාන කරන්න බෑ කෙල්ලේ මම තාමත් ජිම් එකේ ඉන්නවා උදේ පාන්දර වැඩ කරනවා
fun,ඊයේ රෑ අන්තර්ජාලය නැහැ ළඟපාත ගෑස් වැඩ කෙළවරේ දැවැන්ත පිපිරීමක් සිදුවුණා ස්ටෑන්ඩ්බයි එකේ මොකද ගුවන් සේවා හරිම දුර්වලයි
worry,නැත්නම් මාස ගානක් ගෙදර පූසන්ව හෝදන්නේ නෑ උන්ට වතුර එපා වෙනවා
sadness,අප් එක එළියට ආවා මට සංදේශය ලැබුණේ නැහැ එය පුදුම සහගතයි
worry,තවදුරටත් කිසිදු අත්අඩංගුවට ගැනීමක් නැහැ මට දුකයි
sadness,අහ්හ් ඊළඟ රළුකමට යන්න මට මේ මෝඩ ගීතය පරාජය කළ යුතුයි
worry,ඒක පිස්සුවක්
worry,නෑ ඒගොල්ලෝ ඔක්කොම නිදාගන්නේ මොකද එයාලා නැගෙනහිර වෙරළේ ජීවත් වෙන්නේ
worry,නිදාගන්න යනවා සාමකාමී නැහැ
neutral,මම ටැකෝසෝන් ස්ථානයට ගොඩක් පරක්කු වෙලා හිටියා
neutral,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හිතන්නේ ඒවා සුපිරියටම ඇහෙනවා මම හොඳ නම් විතරයි
sadness,එබී බලන්න තවමත් මෙතන විනෝදජනක වෙලාවල් නිදාගන්න ඕනේ වැඩ කරන්න මෙතන ටිකක් සිසිල් ගැහැණු ළමයි ඉන්නවා නමුත් ඇයව මග හැරීම තරම් සිසිල් නැහැ
surprise,මගේ අම්මලා මට ඡන්දෙ දෙන එක නවත්තන එක ගැන සහ කෙටිකතාව දිනන්නෙ නැති එක ගැන මට දැනෙන්න දෙන්න හදනවා මම ඇඬුවා වගේ
neutral,මුදල් ආපසු ගෙවීමක් නැත නමුත් ඔවුන් එසේ කරනවා ගිණුම් නැවත ලබා ගැනීමට සතියක් වගේ යනවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
neutral,අද රෑ ආලෝ හරිම දුකයි නිහඬයි හිස්යි
relief,මගේ ඔලුව නිතරම හැදෙන එක නරක හිසරදයක් වෙන්න කලින් මට මේක බලන්න හිතෙන්නේ නෑ
sadness,අනේ කමක් නෑ මම හිතන්නේ මේක ගොඩ ගන්න බෑ කියලා
worry,ගෑණු ළමයෙක් දැන් මගේ සිතුවිලි වල හරිම ලස්සන දවසක්
surprise,මගේ අම්මලා ඡන්දය දීම නවත්තලා කෙටි කාලයක් දිනන්නේ නැති එක ගැන මට දැනෙන්න සලස්වන්න හදනවා
worry,මට මෑතකදී ටොන් ගණනක් බර වැඩි වුණා කියලා මගේ යාළුවෙක්ගෙන් මට ආරංචි වුණා ඒ මම කියලා එයා දැනගෙන හිටියේ නැහැ
worry,අද හවස වැඩ තියෙනවා
worry,නරක යාළුවෙක්
neutral,මම කලින් වගේ පෙනුන විදියට වඩා අඩුම තරමේ මම එළියට වෙලා ඉන්නේ නැහැ කියලා මම හිතනවා
sadness,මම මගේ වයස පෙන්වමින් අලුත් කළා මගේ ටැග් ගිය සතියේ වැටුණා මගේ රක්ෂණ අලුත් කිරීමේ ඊමේල් එක අද වැටුණා මට වයසට යන්න ඕන නැහැ
empty,මගේ පරතරය අවුරුද්ද හරිම ඉක්මනට ගෙවෙනවා
sadness,අනේ එක විනාඩියක්වත් පරක්කු නැහැ ඕ හොඳයි
sadness,එල්පීත් නෑ
worry,මගේ ඔළුව හොඳටම රිදෙනවා මට කෑ ගහන්න පුළුවන්
hate,මගේ අම්මලා මට ඡන්දය දීම නවත්තලා දිනන්නේ නැති එක ගැන දැනෙන හැඟීම ඇති කරන්න හදනවා මම ඇඬුවා වගේ
sadness,එබී බලන්න තවමත් මෙතන විනෝදජනක වෙලාවල් නිදාගන්න ඕනේ වැඩ කරන්න මෙතන ටිකක් සිසිල් ගැහැණු ළමයි ඉන්නවා නමුත් ඇයව මග හැරීම තරම් සිසිල් නැහැ
neutral,ඇත්තටම නිදිමත නෑ කම්මැලියි කියන එක තමයි හරි වචනය ආයෙත් එච්චර වැඩක් නෑ
worry,ඔයා ආපහු ආවම මම මේ ගැන ට්වීට් කරනවා කියලා මට විශ්වාසයි ඒත් ආරංචි ගැන දැන් හරිම කතාබහක් තියෙනවා
worry,මම මගේ බල්ලට ගොඩක් ආදරෙයි
hate,අනේ ඔයාට රහස කියන්න බෑ
sadness,අනේ නයිට් පැය ගානක් ගියා
sadness,කේක් කෑල්ල අමතක වෙලා නිසා ආපහු ගෙදර යනවා
sadness,පසුගිය ගිම්හානයේ ආරම්භය තිබුණු ආකාරයට දේවල් නැවත යන්න මම කැමතියි
neutral,ආහ් මගේ කාමරය වටා පියාසර කරන ලොකු භයානක දෝෂයක්
love,මට දැනෙනවා තවත් බල්ලෙක් නැහැ
worry,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හිතන්නේ මම හොඳ නම් ඒවා විශිෂ්ටයි
worry,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකින විට මට වෛර කරනවා ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි
worry,මම ගැබිනි කාන්තාවන් දුම්පානය කරනවා දකිනකොට මට වෛරයක් දැනෙනවා ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි ඒක තමයි අන්තිමේදී බබා දුක් විඳින කෙනා
sadness,මගේ අම්මලා මට ඡන්දෙ දෙන එක නවත්තන එක ගැන සහ කෙටිකතාව දිනන්නෙ නැති එක ගැන තවත් හැඟීමක් ඇති කරන්න හදනවා මම ඇඬුවා වගේ
sadness,කේක් කෑල්ල අමතක වෙලා නිසා ආපහු ගෙදර යනවා
worry,හොඳයි
hate,මම ඔට්ටු අල්ලනවා එස්ආර් එකේ සිසිල් වෙලා කියලා හහ් ඒක මෙතන නැහැ තාත්තයි මමයි බෑග් කරනකොට දවල් ඉඳන් මම දාඩිය දැම්මේ නැහැ
relief,හහහ අනිත් අය එක්ක ගායනා කළොත් ඒක භයානක නැහැ ඒක වැඩ කරන්න පුළුවන් කියලා මට විශ්වාසයි
sadness,මගේ අම්මලා මට ඡන්දෙ දෙන එක නවත්තන එක ගැන සහ කෙටිකතාව දිනන්නෙ නැති එක ගැන මට තවත් දැනෙන්න දෙන්න හදනවා මම ඇඬුවා වගේ
worry,ආව් ඔයාට රහස ගැන මට කියන්න බෑ
worry,මගේ අම්මලා මට ඡන්දය දීම නවත්තලා දිනන්නේ නැති එක ගැන තවත් හැඟීමක් ඇති කරන්න හදනවා මම ඇඬුවා වගේ
worry,ඇඳේ වැතිර ඉන්නවා ගොඩක් කලින්
worry,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හිතන්නේ මම වඩා හොඳ නම් ඒවා විශිෂ්ට ලෙස ශබ්ද කරනවා
worry,මම දෙයක් කෑවා මම දන්නේ නැහැ ඒක මොකක්ද කියලා මම කෑම ගැන දේවල් කියන්නේ ඇයිමම ගොඩක් මහන්සියි මම හිතන්නේ මට අනිවාර්යයෙන්ම කන් ආසාදනයක් හැදෙයි කියලා මම හිතනවා නින්දට යනවා උපුටා දැක්වීම උපුටා දැක්වීම වරක්
empty,මම ටැකෝසෝන් එකට ගොඩක් කිට්ටුවෙන් හිටියා
worry,සිකුරාදා රෑ ලයිට් එක දානවා අනේ දෙවියනේ
neutral,සුරතල් ගෙදරක ඉන්න අවුරුද්දක පැටියා මුළු පවුලටම ගොඩක් දුකෙන් මැරුණා
sadness,මට ගේම් එක මග හැරුනා
neutral,නයිට් එන්න
worry,එය තවමත් කණගාටුදායකයි
anger,ආපසු මුදල් නැත නමුත් ඔවුන් ගිණුම් නැවත ලබා ගන්නවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
worry,අනේ දෙවියනේ ටිෂූ එක දාන්න
neutral,මෑතකදී මම ටොන් ගණනක් බර වැඩි කර ගත් ඔබේ මිතුරෙකුගෙන් එය මගේ අවධානයට ලක්ව ඇත ඔහු ඒ මම කියලා දැනගෙන හිටියේ නැහැ
sadness,නිදන කාමරේ ගෘහ භාණ්ඩ ඔක්කොම තීන්ත ගාලා ඉවරයි මට තාම මේසය හදන්න වෙනවා නමුත් ඒක මාරුවෙන් පස්සේ වෙයි හ්ම්ම් රස්නෙට යනවා
love,අනේ මම හිතන්නේ මේක එහෙමයි ගොඩ ගන්න බෑ
love,එය දීප්තිමත් විය ළඟපාත ගෑස් වැඩ අවසානයේ දැවැන්ත පිපිරීමක් සිදු විය
hate,මගේ අම්මලා මට ඡන්දෙ දෙන එක නවත්තලා දිනන්නේ නැති එක ගැන තවත් දැනෙන්න සලස්වන්න හදනවා මම ඇඬුවා වගේ
worry,ආව් ඔයාට රහස ගැන මට කියන්න බෑ
worry,ඊයේ රෑ අන්තර්ජාලයක් නැහැ ළඟපාත ගෑස් එකක් අවසානයේ දැවැන්ත පිපිරීමක් ඇති වුණා
sadness,අනේ නයිට් පැය ගානක් ගියා
sadness,මගේ ජීවිතේ මම කරපු අමාරුම දේවල් වලින් එකක් වුණු මැක් එකේ මගේ කුණු හිස් කරන්න මට සිද්ධ වුණා පින්තූර නැති වෙලා
neutral,ගොඩක් පරක්කු වෙලා ඇති
sadness,මගේ අම්මලා මට ඡන්දෙ දෙන එක නවත්තන එක ගැන සහ කෙටිකතාව දිනන්නෙ නැති එක ගැන තවත් හැඟීමක් ඇති කරන්න හදනවා මම ඇඬුවා වගේ
relief,බොරුකියාඔයාට හැමදේටම බොරු කියන්න බෑ
neutral,මුදල් ආපසු ගෙවීමක් නැත නමුත් ඔවුන් එසේ කරනවා ගිණුම් නැවත ලබා ගැනීමට සතියක් වගේ යනවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
worry,ම්ම් ඔව් ඒක මටම හොඳ සටහනක් වෙන්න ඇති මොකද ඊඊ මම එතන හිටියා නම් කියලා හිතෙනවා
hate,රූමි එක්ක ඉන්න චිලින්ට සොම්බි ක්ලවුන් එනකම් ඉන්න බෑ ඒක සති ගානක් වෙනවා
neutral,ආහ් මගේ කාමරය වටා පියාසර කරන ලොකු භයානක දෝෂයක්
surprise,ගෑණු ළමයෙක් දැන් මගේ සිතුවිලි වල හරිම මෝඩයි
neutral,ඊළඟට රෑට ඔයාව දැක්කේ නෑ
enthusiasm,යාලුවො එක්ක ඉක්මනින් කාලය ගත කරන්න කැමතියි
surprise,මියාවේ හෝ වොට් වල මගේ හොඳම මිතුරන් කොහෙද
worry,බර්නෙට් එළියට එනවා කිසිවෙකු යන්නේ නැති උතුරට යන එක
surprise,නෑ එයාලා හැමෝම නිදාගන්නේ මොකද එයාලා නැගෙනහිර වෙරළේ ජීවත් වෙන්නේ
sadness,මම සිකුරාදා රෑ ලයිට් වල පළවෙනි කතාමාලාවේ නියමුවා හරහා යන්න හදනවා අනේ දෙවියනේ ටිෂූ එක දාන්න
sadness,කරන්න කිසිම දෙයක් නැහැ
neutral,අනුමාන කරනවා ඒක නම් එපා කෙල්ලේ මම තාමත් ජිම් එකේ ඉන්නේ උදේ පාන්දර වැඩ කරනවා
hate,මම නිවාඩුවක් යනවා
neutral,මම අවධානය යොමු කළේ ටොම් ගැන ගොඩක් මම මගේ ආදරණීය බැරැක්ව දැක්කේ නැහැ අනේ නෑ මම දෙකටම ඡන්දය දෙන්න ඕනේ දුප්පත් ජනාධිපතිට ඡන්ද විතරයි තියෙන්නේ
worry,ගෑණු ළමයෙක් දැන් මගේ සිතුවිලි වල ඉන්නවා මට ආතතිකාරක කිහිපයක් සමඟ නියම දවසක් ගත කළා
worry,මම ඔරිජිනල් එකේ ඉන්නම්
relief,නෑ එයාලා ඔක්කොම නිදාගෙන ඉන්නේ මොකද එයාලා නැගෙනහිර වෙරළේ ජීවත් වෙන්නේ
sadness,ඩීසල් යාරිස් එම්පීජී දුකයි ඒක ඇමරිකාවේ නැහැ ඒක නියමයි
sadness,මම එතන හිටියා නම් හොඳයි
neutral,නින්ද යන්න බැහැ
surprise,ඇත්තටම නිදිමත නැහැ කම්මැලියි ඒක තමයි හරි වචනය
surprise,ඇත්තටම නිදිමත නැහැ කම්මැලියි කියන එක තමයි හරි වචනය ආයෙත් එච්චර වැඩක් නෑ
neutral,මාර්ගයෙන් එහා පැත්තේ ඉන්න කාන්තාවට ගබ්සාවක් වුණා යාච්ඤාවක් කියන්න
sadness,ආපසු මුදල් නැහැ නමුත් ගිණුම් නැවත ලබා ගන්නවා සොරා හැක් කරන්නේ නැහැ කියලා බලාපොරොත්තුවෙන් සතියක් වගේ ගත වෙනවා
anger,ආපසු මුදල් නැත නමුත් ඔවුන් ගිණුම් නැවත ලබා ගන්නවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
surprise,මම පාද සම්බන්ධ කර ගන්නවා පිලිපීනය
sadness,මගේ අම්මලා මට ඡන්දෙ දෙන එක නවත්තන එක ගැන සහ කෙටිකතාව දිනන්නෙ නැති එක ගැන මට තවත් දැනෙන්න දෙන්න හදනවා මම ඇඬුවා වගේ
worry,ට්විටාස්කෝප් එක මගේ මේස් රොක් කරන්නේ නැහැ දැනටමත්
worry,සෑම දෙයක්ම ගැන බොරු කියන්න බැහැ
sadness,ඊයේ රෑ මට කරන්න බැරි දෙයක්
neutral,ම්ම් ඔව් ඒක මටම හොඳ සටහනක් වෙන්න ඇති මොකද ඊඊ ගමේ කොටසේ ගෙදර වැඩ කරනකොට මගේ සුපුරුදු සහකරු නැති වෙනකම්
worry,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හිතන්නේ ඒවා විශිෂ්ටයි මම හොඳ නම් විතරයි
worry,කාමරකරුවන් සමඟ චිලින්ගේ වැඩ කරන දිනය සොම්බි ක්ලවුන් සීආර් එනතුරු බලා සිටිය නොහැක සති ගණනක් ගතවනු ඇත
happiness,අද රෑ මම ගෙදර ඉන්නවා
happiness,ඒක නම් එච්චර අමාරුවක්
worry,ලේඩි ගාගා ට්වීට් කළා ඔයා දැනගන්න ඕන නිසා එයාගේ වීඩියෝ එක ලීක් වෙන එක ගැන එයාගේ හිතට දැනුනේ නෑ
worry,මම වැඩ කරන තැන
neutral,කැලි කැලිට ඉන්න බෑ මගේ සති අන්තය සැමරීමට වයින් වීදුරුවක් තියෙනවා කියලා හිතලා වැකා තවමත් හෙට වැඩ කරනවා
anger,අනේ කමක් නෑ මේක බේරගන්න බෑ කියලා මම හිතනවා
neutral,මගේ කොණ්ඩේ කොච්චර හොඳ රැලි සහිත පෙනුමක් තිබුණත් ඒක මගේ අත් ආවරණය කර ඇති කර්ලර් එකෙන් ලැබෙන පිළිස්සීමට සාධාරණීකරණය නොකරන බව තීරණය කළා මම ඒක උළුක්කු කරනවා
worry,ආපසු ගෙවීම් නැත නමුත් ඔවුන් ගිණුම් ලබා ගනී සතියක් වැනි කාලයක් ගතවේ සොරා හැක් භාවිතා නොකරනු ඇතැයි බලාපොරොත්තු වෙමි නැතහොත් එය ස්ථිරයි
hate,දෙවියනේ මට නිදාගන්න ඕන
worry,මම හොඳ නම්
worry,සිකුරාදා රෑ ලයිට් එක දානවා අනේ දෙවියනේ
worry,මෑතකදී මම ටොන් ගණනක් බර වැඩි කර ගත් ඔබේ මිතුරෙකුගෙන් එය මගේ අවධානයට ලක්ව ඇත
worry,මොකද ගුවන් සේවා සුපිරි කොරයි
worry,මම ගිටාර් වලට ආදරෙයි ඒවා වාදනය කරනවා මම හිතන්නේ ඒවා විශිෂ්ටයි මම හොඳ නම්
empty,අද ඉඳන් විතරයි
hate,මට නිදාගන්න ඕන ඒත් මහන්සිත් නෑ
worry,නෑ ඒගොල්ලෝ ඔක්කොම නිදි මොකද එයාලා නැගෙනහිර වෙරළේ ජීවත් වෙන්නේ
neutral,නමුත් මට ඕන නෑ
worry,ඊව්ව් අකමැතියි
sadness,අනේ නෑ මම ටයර් එකක් ගැහුවොත් ඔයාට ඇත්තටම බැට්මෑන් දුම් ටිකක් යවන්න වෙනවා
surprise,මම ගොඩක් අවුල්
worry,ට්විටාස්කෝප් එක මගේ මේස් දැනටමත් හෙල්ලිලා යනවා
anger,ආපසු මුදල් නැත නමුත් ඔවුන් ගිණුම් නැවත ලබා ගන්නවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
sadness,චාලීන් මගේ ආදරේ මට ඔයාව මතක් වෙනවා
neutral,මම ගොඩක් දුකයි
boredom,ඒක මම කියලා එයා දැනගෙන හිටියේ නැහැ
sadness,වැඩ කරන දවස
neutral,සුභ උපන්දිනයක් වේවා ඔයාට නියම දවසක් ලැබේවා කියලා බලාපොරොත්තු වෙනවා ඊළඟ රෑ ඔයාව දැක්කෙ නෑ
worry,මට නිදාගන්න ඕනේ ඒත් මට මහන්සිත් නෑ
sadness,පසුගිය මාසෙ ගිම්හානය නිසා ස්ට්රෝබෙරි චෙන්නායි වෙළඳපොළේ නැහැ
neutral,මම නව ට්විටර්ෆෝන් යාවත්කාලීනය බාගත කළේ ඔවුන් නව ට්වීට් සඳහා ටයිප් කිරීමේ ගැටලුව විසඳනවා කියලා හිතාගෙන නමුත් නැහැ ඔවුන් එසේ කළේ නැහැ
neutral,ක්ලෙයාර් ලව් ෂෝ එක ඔෆිස් එකට ආවා උදේට රේඩියෝ එකක් නෑ
sadness,මම තාම ජිම් එකේ වැඩ කරනවා
neutral,මට ප්ලගර් කිරීම මග හැරෙනවා යැයි පවසයි
worry,නෑ ඒගොල්ලෝ ඔක්කොම නිදි මොකද එයාලා නැගෙනහිර වෙරළේ ජීවත් වෙන්නේ
sadness,එක පාරක් හහා දුප්පත් අබී තාමත් රිදෙනවා
worry,අද මම ගෙදර ඉන්නවා මට ෆිල්ම් බලන්න බෑ
neutral,ඒක නම් කරන්න බෑ
neutral,මම ඔට්ටු අල්ලනවා එස්ආර් එකේ සිසිල් වෙලා කියලා හහ් ඒක මෙතන නැහැ තාත්තයි මමයි බෑග් කරනකොට දවල් ඉඳන් මම දහවල් ඉඳන් දහඩිය දැම්මේ නැහැ
fun,ඇත්තටම නිදිමත නෑ කම්මැලියි කියන එක තමයි ආයෙත් හරි වචනය වැඩිය වැඩ නෑ
neutral,මම ඉක්මනින් නිදාගත්තා
worry,මම හිතන්නේ ඒක සිසිල් වෙලා කියලා හහ් ඒක මෙතන නැහැ තාත්තයි තාත්තයි දවල් ඉඳන් දහවල් ඉඳන් මම දහඩිය දානවා නවත්තලා නැහැ මම බඩු පැක් කර කර හිටියා
neutral,මම අලුත් ට්විටර්ෆෝන් යාවත්කාලීනය බාගත කළේ ඔවුන් අලුත් ට්වීට් සඳහා ටයිප් කිරීමේ ගැටලුව විසඳනවා කියලා හිතාගෙන නමුත් නැහැ ඔවුන් එසේ කළේ නැහැ
worry,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකින විට මට වෛර කරනවා ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි ඒක හොඳයි අන්තිමේදී බබා තමයි දුක් විඳින්නේ
hate,කමක් නැහැ මේක බේරගන්න බැරි දෙයක් කියලා මම හිතනවා
neutral,ඔයා කවදාවත් ඔයාගේ ඩීඑම් එකට උත්තර දුන්නේ නැහැ මම ඔයාට ඔයාගේ තොරතුරු එව්වා
worry,ආපසු ගෙවීම් නැත නමුත් ඔවුන් ගිණුම් ලබා ගනී සතියක් වැනි කාලයක් ගතවේ සොරා හැක් භාවිතා නොකරනු ඇතැයි බලාපොරොත්තු වෙමි නැතහොත් එය ස්ථිරයි
fun,ඊයේ රෑ අන්තර්ජාලය නැහැ ළඟපාත ගෑස් වැඩ කෙළවරේ දැවැන්ත පිපිරීමක් සිදුවුණා ස්ටෑන්ඩ්බයි එකේ මොකද ගුවන් සේවා හරිම දුර්වලයි
neutral,මම දන්නවා නමුත් මම කිව්වා වගේ මේ දේවල් ගැන විමර්ශනය කරන්න එයාලට කොච්චර කාලයක් ගතවෙයිද කියලා මට අදහසක් නැහැ
sadness,අහ්හ් ඊළඟ රළුකමට යන්න මට මේ මෝඩ ගීතය පරාජය කළ යුතුයි
surprise,ඒක මාව අවුස්සනවා මට එරිකාට පස්සෙන් එන්න දෙන්නේ නැහැ
sadness,මම ඔරිජිනල් එකේ යන්නම්
neutral,මම ඔට්ටු අල්ලනවා එස්ආර් එකේ සිසිල් වෙලා කියලා හහ් ඒක මෙතන නැහැ තාත්තයි මමයි බෑග් කරනකොට දවල් ඉඳන් මම දහවල් ඉඳන් දහඩිය දැම්මේ නැහැ
neutral,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකින විට මට වෛර කරනවා ඒක වගකීම් විරහිතයි ආත්මාර්ථකාමීයි ඒක සාද් අවසානයේ බබා දුක් විඳිනවා කියලා මට වෛර කරනවා
neutral,ඔයා කවදාවත් ඔයාගේ ඩීඑම් එකට උත්තර දුන්නේ නෑ මම ඔයාට ඔයාගේ තොරතුරු එව්වා
neutral,මම දන්නවා නමුත් මම කිව්වා වගේ මේ දේවල් ගැන විමර්ශනය කරන්න එයාලට කොච්චර කාලයක් ගතවෙයිද කියලා මට අදහසක් නැහැ
empty,ඇත්තටම ඇත්තටම කම්මැලියි මම නිදාගන්නවා කියලා මම හිතනවා
neutral,මාර්ගයෙන් එහා පැත්තේ ඉන්න කාන්තාවට ගබ්සාවක් වුණා යාච්ඤාවක් කියන්න
neutral,ගර්භනී කාන්තාවන් දුම්පානය කරනවා දකිනකොට මට වෛරයි ඒක හරිම වගකීම් විරහිතයි ආත්මාර්ථකාමීයි ඒක හොඳයි අන්තිමට බබා තමයි දුක් විඳින්නේ
neutral,මුදල් ආපසු ගෙවීමක් නැත නමුත් ඔවුන් එසේ කරනවා ගිණුම් නැවත ලබා ගැනීමට සතියක් වගේ යනවා සොරා හැක් භාවිතා කරන්නේ නැහැ කියලා බලාපොරොත්තු වෙනවා නැත්නම් ඒක ස්ථිරයි
worry,ගෙදර යන්න ඕන
worry,කාලි කැඩිලා
worry,මගේ අම්මලා ඡන්දය දීම නවත්තලා කෙටි කාලයක් දිනන්නේ නැති එක ගැන මට දැනෙන්න සලස්වන්න උත්සාහ කරනවා මම ඇඬුවා
worry,ගෙදරට ආපහු යන එක මොකද මට කේක් කෑල්ල අමතක වුණා
neutral,ම්ම්ම් ගොඩක් හොඳ දවසක් තාමත් යූඩීඑස් එකේ අන්තිම දවස හොඳටම කලින්
neutral,කාලය වෙනස් මම එදිනෙදා දේවල් වලින් පුරවගෙන ඉන්නේ ඒ නිසා මම ඉක්මනින්ම ට්වීට් කරලා නැහැ පැය කිහිපයකින් නිදාගන්න ඕනේ
love,තවදුරටත් අත්අඩංගුවට ගත්තු සංවර්ධනයක් නෑ මට දුකයි
neutral,කාලය වෙනස් මම එදිනෙදා දේවල් වලින් පුරවගෙන ඉන්නේ ඒ නිසා මම ඉක්මනින්ම ට්වීට් කරලා නැහැ පැය කිහිපයකින් නිදාගන්න ඕනේ
love,වයිකොනෙඩුමාරන් එල්ටීටීඊ වගේ යාළුවෝ එක්ක වැරදි වෙලාවක වැරදි උපදෙස් ඕන වුණේ නෑ වැරදි වෙලාවට වැරදි උපදෙස් ඕන තරම් මරණ වලට හේතු වුණා ඒ වගේම නැති වුණු හේතුවක් නිසා
worry,වැඩ කරන්න හිතෙන්නේ නැහැ මම හිතන්නේ මම මේක නිතර නිතර ට්වීට් කරනවා
surprise,මම ගොඩක් අවුල්
neutral,අනුමාන කරනවා ඒක නම් එපා කෙල්ලේ මම තාමත් ජිම් එකේ ඉන්නේ උදේ පාන්දර වැඩ කරනවා
sadness,කවුද දන්නේ නෑ
neutral,ඒ නිසා ඔයාට නටන්න පුළුවන් කියලා හිතනවා
neutral,නයිට් එන්න
neutral,මගේ නහය ගැලවිලා ගියා මට ඒක හොයාගන්න බෑ අද ඇම්ස්ටර්ඩෑම් ගිහින් අලුත් එකක් ගන්න ඕන
