cleaned_content,sentiment
not ready for this year to end,worry
nooooothing to do tonight,empty
obama is the ish he is funny,fun
thats why ill be sticking to twitter clients,empty
me amp raj squad up,empty
i cant get all my rwitters on my phone this phone sucks,hate
ahh seen a few of those drop but i just tossed them thinking it was a once only turn in,surprise
aw now wheres that little asian girl who runs round pooping her pants in public i miss laughing at her,boredom
my heart has been beating irregularly ever since last night i dont want to explode or implode,worry
went to the beach and it started raining,empty
too sick for rigging tomorrow,anger
do you click on the link after the post quoti cant believe how much sex im gettingquoti mean come on,surprise
bout to go to work with a wicked sunburn on the chest,anger
on the way to wildomar ca towing the lexus,neutral
guess i need to get me an iphone now for sure it looks bad ass,anger
i know i wish she would i just wanna cuddle and sleeep in ga and go to the world of coke,happiness
hey yes praise him lol deangeloredman live gt,enthusiasm
done studying bout the earth,relief
i am tired tired tired i think im getting sick,worry
aww if i could i would gby,relief
watching f i live near montmel im so excited about this race,happiness
aaaaaaaaaaa mcfly,anger
is snuggled in bed reading,neutral
so jealous,hate
tonight was fun,happiness
oowweee china club wuz poppin lipstic n pumps were in full effect,happiness
good morning kid going back to school after sick days looking forward to a productive week happy monday,sadness
thanks glad you agree wth my follow or not policy,happiness
why have you still not called me back regarding the groundbreaking production i sent you earlier,worry
i tried to dye my hair and all i got was a blond chunk in the front middle part of my hair dang,anger
going to the chiro to see what is wrong with my bum ankle,enthusiasm
lolll i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol it hurts sooo bad right now,hate
need some more enthu movie guys for that right now its just you and,boredom
ah yes that track is also on the compilation with kenny rogers,relief
still up playin rock band woot woot,neutral
sometimes i feel pathetic going to bed so early oh well i totally get clam chowder tomorrow d,relief
aha speaking german haha maybe i should send some stuff in italian,fun
need some pizzacant get out of office,sadness
i dont see how there could possibly be another choice,happiness
i hve a fat kink in my neck maybe someone handsome will massage it out later well see,neutral
ill have a photo up tomorrow kay,relief
not much on for the weekend here off to knox shortly amp definitely must get into the garden its a wee bit neglected,empty
steve aoki sorry may b nxt time,boredom
again documentation day,boredom
about to rehearsestarving,neutral
any others jobs like this available sounds like a great experience direct message if you know of any others,worry
bored out of my mind,boredom
i was kinda hoping this time it was going to be differnt its not it just sucks,hate
soz i neva saw this message till nowif u add then delete me i cant see any messages uve left on my page,worry
girsl night on my way to foam party no sleep tonight,happiness
found controls for left hand people like me on twitterrific excellent,surprise
night all im trying to get to bed early for oncewell as early as can be for a normal person,relief
problem is flash isnt gpu accelerated the atom cant play youtube hd or hulu hd fullscreen big deal with plex,boredom
good to be back its really late though and i just got back from scaring some people and im pleased but really tired,fun
ooh cutting i like you,love
trying to figure out what to do tonight see the game social events w friends or stay home and play the st out of my drums,empty
fidel has no balls,empty
and there i miss you,love
well off the clock twitter friends sidenote i hate commuting in heavy rain,hate
i heard db is better for mixing downespecially if you use sounds,relief
lettuce amp spinach does best in cool weather i live in floridanot much luck growing those,fun
talking to sam on msn twitter is so minutes ago,surprise
got three shots today i cant lift my arms,sadness
flicitations,enthusiasm
what did you think of the finale i thought it was kind of a cheap way out,boredom
bout to go to work with a wicked sunburn on the chest,anger
eating an apple for once in my life thought you would like to know,surprise
done with facebook off to jamlegend,relief
adam lambert rocks he must win american idol,love
just sittin here waitin for my coffee to be full grown on farm town before going to bed,anger
my replacement iron ring arrived its shiny and a bit more jagged than the original,relief
your second episode of sonny wac was on in new zealand tonight you were and still are amazing ily xx,happiness
finally get to lay down for a bit i have a major headache,relief
cleaning my room,empty
bye great meeting you,enthusiasm
wish my headachealmost migraine would go away,anger
the expensive of their workers welfare other than that they are the shit,sadness
now i regret not going to see up today damn you messy room,worry
just got in gonna go upto bed in a sec not drunk im disgusted with myself haha,anger
is making me hungry i had a bowl of cereal,neutral
i just read online that a symptom of sleeping too much is headaches throughout the day i have had a headache all day,empty
just got home from the bank the teller was definitely hitting on me not interested,boredom
loves fatty take away nights yummy then coming home and facespacing with my roomies,worry
should be me,surprise
boredddddd follower shes amazing broken,enthusiasm
i cant think of a way to express in chars how disspointed i am with the advertising on lifehackers why i didnt buy a mac article,hate
see i told you im updating my personal site with lots of goodies check them out as they come,relief
sitting on my sunny balcony and learning for the dutch exam,relief
lol i could try seriously tho dont do all of it that sucks xx,anger
looks like i can go see jeffree star afterall i told my dad hed hate the music amp he said i could go alone,relief
just got in gonna go upto bed in a sec not drunk im disgusted with myself haha,anger
ditto that for me staying inside warm and dry today,neutral
riley had an alphabet fashion show today and i forgot my camera it was so cute,sadness
i think missed me tooo,love
what did i do to you sheesh,anger
um your latest tweet sounds like something bad has gone down,surprise
yer it ispoor little cock but she well doesnt deserve the stick off everyone cowell once again going against producer,anger
last day to sign up for gocincinnati you can sign up with my group its going to be awesome,enthusiasm
i hate when i see pregnant women smokinggg its sooo irresponsible n selfish its saaad ultimately the baby is the one who suffers,hate
yeah its all teased up into this boofy bitim buying red hair extensions btw,enthusiasm
i hope they come,neutral
binstruct suffers from an update of the mib package and the developer of that package is on holidays,sadness
waiting to go to the movies later for my th month booored,boredom
dude youre a haxr you should put final cut pro on there and tell me how stable it is,anger
no way those are great words boys dont get to own them oh and was it your bday,enthusiasm
thankyooooou,neutral
im stuck in a trytomergetwotools css hell so no help from frameworks unless both tools had already used the same framework,boredom
my stomach is all explode from the wendys why is everything that tastes good bad for you,anger
my friday feels boring too no time for fun today and not so much in the mood for it either,sadness
living it up at empire hotelfree bottle service it rocks having connections,happiness
ummwhy will it not let me change my background im twitterchallenged,surprise
stupid kubuntu keeps on freezing on me i thought linux never freezes,hate
i love ridding in this weather,fun
oh that was when he went down to the crowdhow epic dude,surprise
what the hell is going on last night and this morning sucked more moving tonight,sadness
sitting in traffic while my car gets rained on just washed it on sunday doesnt the weather know this is california,anger
ah gdit ranger game this afternoon,happiness
noim just tired,neutral
you can do yiiiit night,enthusiasm
think of getting a job this way only another years now until you can retire or the otherway my way years of fun,fun
ready to kill myself i hate history,hate
wooomy luck is done,fun
have a splitting headache,sadness
hey are you thereoyy i geas you sleep,empty
its after midnight amp i hear the shower calling me technically its not twice in one day since its morning im not very quotgreenquot,empty
just found out my parents are putting down my dog tomorrow morning upset,anger
bored out of my mind,boredom
my new dress looks sort ofhorrible,hate
youre not singing in the rain,surprise
call me when your done with your finals and tell me how you did you can do it,surprise
the quotcatch me if you canquot dvd that i rented from blockbustercom yesterday was cracked figured it out about minutes into the movie,anger
were you roaming same thing happen to me so i switched to atampt,surprise
booooo my senior yearbook sucks thanks for the memories bhs,sadness
cant sleep fucking morning will come to soon have to rest it will be a new day a perfect day to start new changes,worry
alright i really wish you guys couldve done a show in tennessee because now i cant go to one of your shows,sadness
prom is so over rated irritated going to bed goodnight,boredom
what was the compiment im glad youre having a good time,love
oops that would be edaust,surprise
boreddisgusting weatherboredsooo bored for my last weekend here,boredom
oy im such a nerdim writin no cuz no is followin me i mean lik sum was but their account was deleted due to quotstrange activitiesquot,sadness
well you can lol,relief
o wow only just found out new xbox is called xbox how did i not no im a geek,love
july too long,neutral
hehe indeed it is i actually nearly changed my bio to just dont panic but i wanted to keep in the freehugs,enthusiasm
its month end im here till,empty
i dont like it,empty
has just joined the twitter community,fun
yeahh,fun
if youre watching thisi love youquot i almost died but nowshe means nothing,relief
back from school daily show was amazing gonna watch it again later i think xd,happiness
is sick to death of doing french prep i feel like killing a bitch chgehcfncshvd,hate
its beeen onee year,empty
i agree but teenage daughter will be spending my money on the movie of their concert this week,worry
hey lo,empty
loves summer and dont forget people tomorrow is mothers day,love
friday eveningwhat to do what to do i have to idea,empty
goodnight god bless,neutral
on my way to drivers training,neutral
brian is teaching me soccer lots of fun,fun
thankfully its just a really bad sinus infection theyre just watching out for me since ive traveled recently thanks though,relief
twitterfails fucking hard right nowthis is annoying,anger
which denomination im at the library and everythings blocked,anger
hopefully it dont go that far sometimes i feel like renouncing my roots,anger
i wish i was at disneyland or watching star trek like other people are doing i swear i must be the only sap who works on fridays,enthusiasm
hanging out at cousins house getting a manicure and pedicure then off for some beauty sleep,fun
says morning everyone off to work in mins,empty
its the little thing that links us to england,neutral
tired as helllong ass weekend so far chillin wit mi madre moro,relief
bran watch my video please dont make me go stalker status nite,enthusiasm
spent too much today tube journeys always take soo long braces on thursdayyy,boredom
quotcompletely dishwasher safe except that the pattern might come offquot blue coat humour at its best three cheers for viz,fun
theres nothing worse than working on a friday night and having to wake up at am on a saturday i want my babe,sadness
yes its finally friday and im stuck doing projects,worry
bed time night yall,relief
it will give me lulz from time to time,relief
leaving now dont miss me too much tweetbeaks lt,enthusiasm
that sounds like a good compromise,relief
dont worry im not i dont get it on my tv,empty
finally getting sleepy right when the sky brightens figures gnimorning,anger
planning to install windows tomorrow so probably no new posts for another few days at least,happiness
ohmygosh i know that would make my night for sure lol goodnight,love
thanks for the followfriday mention i really couldnt make up a better name for myself,love
im poorly and cant sleep,sadness
shes smarter and classier shes perfect for him and im not,enthusiasm
football in the sun has owned me,fun
i hate rob zombie movies amp the smell of weed vommmm,sadness
morning done my school work doing nothing all day now what about u twitters,empty
was he big and strong and would he like a pedometer,worry
ah yes that track is also on the compilation with kenny rogers,relief
i am going to be sooooo busy today its not funny i hate busy days,hate
yes babe youre so welcome,worry
show time baby bye bye for now tweeters,happiness
sitting at home doing nothing gonna be like this all weekend,relief
theres too much light pollution to see the stars,sadness
i changedd my background its from picnik,worry
laura elle sen fou elle dont like the french fans,worry
wished i could have been there last night sounds like it was rocking cant wait to see pix or vids,worry
just missing youamphoping to talk to you soonim so happy youre mine again though you have no idealt,happiness
hey welcome to twitter,neutral
tsk baddie imissmonkeh today,surprise
i really hate revision,hate
im thirsty in the middle of the night and get to the fridge only to find my brand new bottle of crancherry juice gone fml moment,worry
ugh fricken internet is down can do like work without it i want back in college just for the connection,hate
uber bored atm after out of the blue will have shower then watch house or numbrs vid then csi csi ny bones double yay,empty
yea i saw the oil show u put on gotta i likes,love
watched the rescuers down under with dru and ate mickey ds this is how disney sequels should be done,enthusiasm
trying to wake up but is finding it very hard,neutral
omg booths hallucination in the latest epi of bones is absolutely brilliant quotyoure a gud lookin guy if u keep an open mindquot lol,love
animating an ad for work one of my favorite things to do so much so that im doing it on a saturday night for fun,fun
hope our wishes come true someday,happiness
i dont get it,love
is not liking the online livebox right now internet is dead,boredom
days until i start moving,happiness
ready ive heard bobo probobly times also bobobyebye,fun
glorious day in glasgow for a change and im working too much to do to even contemplate knocking off early,empty
i saw this pic and it reminded me of you in anna and the king so cuuuute little fella,happiness
thanks i found it already,surprise
finally getting sleepy right when the sky brightens figures gnimorning,anger
stuck in an office red hot,hate
paid bills we get water and electricity for another month woot,relief
tweeting from the tarmac at cork airport delayed,boredom
yeah talking to you was too boring,boredom
i dont think any of what i just said it true i just had a rant about mcfly i cant belive i did that i feel ashamed,surprise
why cant i see white sox players random bars i go to not cubs players waaah,fun
ok i mean this with no disrespect fuck that,empty
youre welcome actually the all swedish fans are trying to get mcfly to us we are very close now,fun
ears nose throat doc wants to do surgery inside my face diviated septum does not sound like a sexy thing,enthusiasm
congrats,love
not addicted just sociable,happiness
get up you are not old what did you do o,surprise
oh ok kool keep me informed bout that checked ur paged its nice,love
yea someone is getting the best of me,surprise
lol i am blessed to have you in my life too quotmamaquot sorry about your back pain you should do some stretches,relief
shout out to my moms for wakin me up so prematurely preciate it,anger
im just about to start the second one theres only two up yeah,enthusiasm
the video is private,empty
oooh the hangover,neutral
i have to tell you that i accidentally screwed up the layout of the lautnerdaily community,worry
what to do what to do need to do my show reel nxt weekthen start applying for editing jobs rock climbing tomos i hope,worry
ahahahaha you love twilight dont liee and we all know i love robert pattinson,fun
very bad thingsi need to stop thinking,anger
what did you think of the finale i thought it was kind of a cheap way out,boredom
fuckin padtron con sheilaneilgiodexwongoponchobeboantluluamptherest of the niggasz,hate
twitter wont change anything twitter what the heck is wrong with you,empty
you cant please everybody,empty
just got home from the bank the teller was definitely hitting on me not interested,boredom
apperently ea knows my copy of the sims is not legit and is upset,anger
wow nice roar i see good things in your future,love
at the rampr fashion show with kacie,neutral
i cant find my ipod,worry
ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit my life sucks right now,hate
good day,happiness
internet is painfully slow today,anger
good morning baby yes i slept like a rock refreshed amp ready for anything how are you hugs you amp doesnt let go miss u,relief
lol good men watch the flicks wus and just sigh this is a good flick so far its called quotbecause i said soquot,happiness
hello yourself enjoy london watch out for the hackneys theyre mental,anger
excited trousers on their way from topshop should be here in a couple of days,love
i wish i could go to e oh well,empty
and shes and a rescue bad hips she deserves pampering shes full of life though,enthusiasm
now im going back to bed lol enjoy your time at the gym ill be sleeping,happiness
not if you have to be to work at six,boredom
auntiegail says today i am picking up the hivis vests for the kids they say auntie gails childminding service xxx,love
fell on the sidewalk in harvard square stupid cobblestones now my hand hurts,sadness
haha i was just talking about that to my colleague i have dms only are actual messages and not spam,fun
is almost pacing while waiting for ups truck with my package from ichiban kan probably not until est,neutral
not smoking sucks sucks fucking sucks i want a cig,hate
said final farewells to roommate almost finished packing then its dc or bust on the rd california i divorce you x,hate
had a great time at six flags yesterday its summer my friend spent the night last night and just left so now im bored,happiness
is off bed gon force the sandman com do wot he do since it dont look like theres gon be any partyin nyt,enthusiasm
i would love to but sadly i have to work,worry
morning all finally got to stream media from pc to ps via wireless router much easier than using a usb dongle ah techy simplicity,relief
another amazing day ever since i got a twitter ive been having great days,happiness
told you that when you got rid of the last one did you listen,anger
lucky you they are my favorite flowers ever and they only come around once a year wish twitter had a scratch and sniff option,relief
haha so you are actually doing some cleaning good actual work,fun
wellgotta grab at least an hour and a half sleep before the girls get up for schoolgawd the life of multitaskin nightmornin,sadness
every time i succeed with a code i get quotwere sorry your credit card has been declined at this timequot,anger
congrats sarah thats awsum,happiness
everybody welcome hello nicole,enthusiasm
off to bed still exhausted from vegas,neutral
jazzy we should be in vegas w a team,sadness
thats some serious shit steve why didnt you send me pictures or call me you know i love a good yard sale,anger
funerals are no bueno,hate
np mate was great meeting you in prague,enthusiasm
giveitonuptojustinville may i just sayyour skits in snl were hilarious lol,love
omgggg hawaii thats amazing i wanna live there,fun
thank you,enthusiasm
not there but wish i were,enthusiasm
i tried to dye my hair and all i got was a blond chunk in the front middle part of my hair dang,anger
mondayfunday wake up peopleand keep me awake please today is going to be a long onei can already feel it eww,anger
cheeks bakery just closed crazy how williamsburg can support an infinite of boutiques wbad clothes and not one decent place a scone,empty
getting anxious for blink s new album,worry
watching mens volleyball on tv for some reason its not as good as womens beach volleyball cant quite place why,boredom
apparently tv could not be fixed on the plus side we are being refunded the cost of it and can buy a new one,enthusiasm
just got in gonna go upto bed in a sec not drunk im disgusted with myself haha,anger
and shes and a rescue bad hips she deserves pampering shes full of life though,enthusiasm
i might have been a child but i was never one of those and ive already apologised to you for it,empty
projects suck,hate
about to go on hour journey home,enthusiasm
im looking forward to the joy of the f hoping its another disaterous race for ferrari and button gets another well deserved win,love
so whats so great bout your so called wonderful love life for god sake wateva,anger
its under community i cant see it myself but one of the moderators niandra told me it was there,empty
i wish i could go to e oh well,empty
hey thanks for the follow,fun
yea running on hours lets do this test,fun
todo cleaning the apartment again who keeps making this mess oh yeah me hug for the person to help come clean,boredom
hey hey ready to come to oklahoma,enthusiasm
donenow another gem of a day in cape town,enthusiasm
hoping you have some pics to share amp hoping your monday am isnt too rough today,enthusiasm
yay buti nagustuhan nyo isang bar lang enclosed ko sa mail to test if matutunaw or hindi next time uli,surprise
good morning folks more days to go and sadly more days of the giro but that means the tour is not too far away,sadness
oh no that doesnt sound good better get it checked out,love
singstar after stupid downloads finish,relief
is not looking forward to the lsat,empty
morning back to all,neutral
why must jay leno leave his own show,worry
no bbq today i guess a mini calippo will have to suffice,empty
ohhhh i love morse have every episode on video amp sometimes gaze lovingly at them,love
ironclad determination,enthusiasm
i want to go home,sadness
boring i wanna go for taekwando,enthusiasm
at work but punchy due to two early morning pager events,worry
this will make you feel better will down a cocktail or in your honour now get retorting,fun
ugh i have boom boom pow stuck in my head and i hate that song,hate
lmao dimples naww thats cute ok ill try to remember first of winter is dimple day,happiness
tiny phds will do because those bigger than me keep taunting me,fun
well thats no way to start the day off,sadness
the president was funnier,neutral
reeeejuvinated and bored as hell,boredom
back from taking jarid to the airport but looking forward to meeting my new nephew in days,enthusiasm
yes boo for soar throats and earaches,anger
nice musli bars,love
my head hurts because that air freshner is the most horriblel scent ever im super grossed out,hate
surprisingly i am actually not super tired would like to just lay in bed for a while though,surprise
what am i gonna watch after bgt bad times,hate
followfriday cuz ive never been added to anyones followfriday either amp cuz hes got a cool picture,neutral
would luv to hear music too but im out of batteries the tv plays besides but i think this is some kind of vampire movie,sadness
just came bak from dancing with my nee cd haha im dancing again,worry
delish serendipity,empty
happy mothers day to all the wonderful mothers in the world myself included,happiness
i think that boat sailed my friend the few ccos that had them had them months ago i wish you luck though,relief
see no evil starring wwe wrestler kane you should watch it,happiness
man i am being boring today not tweeting how are you guys,boredom
let me know how that turns out,enthusiasm
bored would love someone to talk to,boredom
boo im a week late how long u in town for,relief
did you find me a spot on your team wink wink,enthusiasm
just watched terminator and i cried its the one movie that makes me cry for some reason when arnie dies im lame,sadness
got a little scare tonight couldnt fall back to sleep so i started working on my digital imaging project looking good,hate
just jailbroke davids iphone in computer programming,fun
new deleriums music video mixed by tiesto i guess bill leeb finally forgot his musics roots,relief
i could really fancy a nap right now but i am at work at am and i feel that if i nap now i am wasting my evening,worry
stuck on nj transit for the past twenty minutes great way to start the week,boredom
school for a bit glad jake got the day off,relief
sigh exams aint no wer neaaarr finished i have next week bin stressd and i aint guna b bak till end june,hate
take that back i am insulted,anger
muahahahhahaha well maybe they think im crazy or something i havent scared yet though,fun
curse you breakfast godsfull bowl of cereal not enough milk,empty
lol y does ur tweet sound like ur voice yelling at me lol,anger
welcome aboard my friend the fans are gonna love ya here,fun
miss cauzinhoooo already,neutral
getting ready for summy yummy cocoa crispies,happiness
i need a xanax and have none,worry
i neeeeeeeed music suggestions but no one will give them,sadness
hey tweepsgood morning wussup americatalk to me tell wuts on ur mind,happiness
poor lil jman has a fever i cant wait to go home and hold the little man,worry
take that back i am insulted,anger
never got round to buying the ice creams in work took a call from my lawyer which knocked me off kilter,worry
love to but already got plan going to queen mary,surprise
too much sulking over being single going on tonight on tumblr grusome i am here to save the day,neutral
weekend standby duty,surprise
murphys law sorry that your computer is not cooperating when you have lots of work my kids are,anger
points at the gear question i just posted i cant get the rest of my dreadweave set,anger
heading over to xbox will go shopping morrow,surprise
thank you marc jacobs thou love limited too,love
kewl sounds good will wait for it thanks,love
re edwards i hope so,enthusiasm
happy mothers day to all you tweeting mothers,surprise
yeah i suppose,neutral
oh oh oh are you offering to send ducks i love love love confit duck,love
im trying to get myself moving this morning,enthusiasm
hahha yeahh like ss on ellen xdd,fun
no show tonight no plans ughhhh,sadness
no worries wont spoil it for you and may the forth be with you,neutral
brian is teaching me soccer lots of fun,fun
flights already booked plus its ggd st birthday cant miss that especially as we missed ggd,happiness
o cant work that one out pain in the ass them spammers,hate
has just joined twitter reeeally dont understand how to use this lol,hate
national starwars day today may the fourth be with you,relief
no i kind of miss my first main male tauren shaman named icewater stuck at maybe ill fetch him one day,worry
thanks to all the people who added me on skype if you want to add me my name is same as my twitter name and my yt name and blogtv etc,neutral
ok so jeff looks like he has a black eye,surprise
ccs video for long gone premiers today on yahoo dont miss it awesome video and version,enthusiasm
is listening to music really happy about librefm audacious combination heres my profile,surprise
trying to win a contest for a a print of the day the saucers came signed by my brain is tapped out of ideas,enthusiasm
i miss quotmrquot,worry
mikey im bored,boredom
nothing relaxing on a saturday night,boredom
i love my mommy,love
irritated that i can send emails but not receive them,worry
i miss my cats but not on sunday mornings mine did that to,hate
you really chose the wrong time of year to do this didnt you,love
tidied amp hoovered the whole flat and all b am today now were heading out german bakery breakfast followed by a walk in the park,relief
yah they have footlong sausage too mah but halal placepiggy sausages are bigger,happiness
i look like a freaking tomato goin to graduation,worry
i know when alexxs debut in big butt magazine comes outbecause she loves me,love
hour til lunch cant wait ima go to mcds,enthusiasm
responding to more questions at thou shall blog i appreciate this community,enthusiasm
is up for lots of revision today and then out toniight,fun
heading to the gym the group of guys that used to go with me has all quitwell except for brandon makes me terribly sad,sadness
wtf polyvore whats that enjoy it though,worry
yeah and neither of them are in huntsville i would so quit both of my jobs here for one job there,sadness
not smoking sucks sucks fucking sucks i want a cig,hate
yeah i m so happy for them that they should moved on and out there partying i m so happy,relief
strike one three and im out,neutral
ohhh ladyhawke is on channel i sort of have a thing for rutger hauer,surprise
think so although think i am being ignored not a good day,hate
not feeling too good,sadness
is sick and just chilling tonight watching desperate housewives,sadness
hey you all suckits anybody on there s im so bored common answear me,boredom
cleaning the house im so boring,boredom
sooo bored now dat candace had go get ready ugh but i got ma snowball but im still sadface psluvs pete wentz hez so fukin hott,empty
congratulations mr jayel and mrs maricar chu wish you all the best in the world,happiness
listening to i cant wait akon feat t pain i love this song,love
yer it ispoor little cock but she well doesnt deserve the stick off everyone cowell once again going against producer,anger
no go on the bro down tonight for brett,empty
finally welcoming new followers amp tweet on,surprise
megaman d wow capcom please dont chuck a squareenix and put a cease and desist order on this project,surprise
seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,anger
hello everyone im just sitting here rocking out to sam on the air the best classic rock station on twitter here,happiness
good morning tweeties what to do today i am all rested up from richmond and ready to hit the beach,happiness
hehe yeah me too or i would totally write it xd,relief
oh outside glad to see you didnt melt,happiness
i have wacky on series link so it records for me automatically im good how you doing,empty
i agree with you,relief
my mom likes milows version of ayo technology its a good thing she doesnt have a clue what its about,relief
thats another sponsor,boredom
buffett lambastes bankers insurers for greed stupidity,hate
hope you dont get let down again,worry
going crazy super head ach from hell and my the in laws have ben here since this morning ahhhh,boredom
searching for a place where i can migrate,empty
if i quotunfollowedquot you its not on purpose something fishy is going on with my tweet deck let me know if i quotunfollowedquot you,surprise
well its official i have strep,sadness
wish i could go rink sorry kayleigh xx,worry
thanks,empty
lol have whoopi who are u chuck woolery,surprise
ohhh french tip my fave my nails arent long enough yet tho ill ask the manicurist,worry
omfg this dude looks well ard he puts me to shame,surprise
is hungry with a sub,empty
looks same in noida too,empty
on my shoot with ron and torey have lots of fun,happiness
you really are always dirty ha ha do you have a sex addiction,fun
yeah i was wasting my time fail,worry
watching some movie and playin on my computer,enthusiasm
hey i loved acs but i had to see it online is not here yet cant wait to buy it you look amazing there,enthusiasm
damn another day at the office the sun is bursting from the skyand the women are eh wellback to the keyboard,hate
oh really hopefully it was a good one i just was trying to get your attention thats all,love
yay iphone goodness is so fun,fun
amadeus is the best mozart movie i got kicked out of high school chorus missed a trip to hawaii,enthusiasm
miley i heard you have never been to a prom i would have invited you to mine if i knew we could arrange another one x,fun
in math class waiting for lunchhhhhhhh seniors are done in fifteen minutes,boredom
is excited about so r and r for mothers day,happiness
graphic designshould be making a business cardbut im on twitter,neutral
is freaking exhaustedneed to go to bedgotta get up early yuckhappy mothers day to all you mommies out there,love
yay for bank holidays,enthusiasm
is everyone for coffie,love
ahhaha oh what an embarassment stop reading them,surprise
dont look at my toes put shoes on then painted big toe,neutral
gahh this weather sucksss,hate
nah he was acting like a dick his show sucked last night,empty
she has her perfect moments she just broke one of the tiles on the floor in the hallway i dont find her very perfect now,hate
mad as hell someone stole my pink amp black leapord print pumps i wanted to wear today but to god be the glory hell bless me abundantly,hate
infamous on the ps awesome my eyes are so sore now though,happiness
very bored all day no one talk missing my bf and his kisses hols almost over dont wanna go back skool,boredom
wo havent twitter in like forever all done with sat finally soo happy i think i did terribly but who cares its done lol,surprise
is tired on her friendster account,sadness
my pleasure sweetie lookin forward gettin know u,happiness
oh yeah,empty
didnt get it clear,surprise
ohim so borin why not play the computer my moms say because your makin task,empty
thanks appreciate it,love
getting my hair cut tomorrow or later today i should say excited my swag is already on jus turning it up,enthusiasm
thanks and to you as well,happiness
time to get off the puter nite all,boredom
i agree,neutral
hi beautiful hows it going,neutral
prom is so over rated irritated going to bed goodnight,boredom
youre welcome how much longer until its colored in,enthusiasm
have you watched persepolis broken english is also nice for sundays,neutral
ok here is a cleaning soln blah over and out,boredom
cant find any good version of monkeys song still doesnt get how to send message things on twitter,worry
so busy already,sadness
shower head broke while i was in the shower and shot straight my headmay get a welt later on from it,neutral
morning how is everone sing to me you tuck me in turn out the light kept me safe and sound at night,neutral
hey thats my school i hate that place,hate
very bored all day no one talk missing my bf and his kisses hols almost over dont wanna go back skool,boredom
now i want ice cream but its so expensive,empty
have to go meet tims entiiiiire family in an hour this should be different finishing getting ready then wake feel like shit still,boredom
thanks,worry
im so tired of being sick all the time,boredom
at famous daves with my mom so hungry,anger
i love crowded cars and ayanna,love
yep heres hoping,happiness
you should check yourz rayne,neutral
just thought of a spanish name that she will pretend to be one night out ariella gonzalez like it dont care because i do,neutral
dont follow me you will ruin my twitter experience,empty
hey how are you you found me,surprise
my throat is on fire,anger
noooo ill miss you too much i went stag to my prom and all the high school and middle school dances if that helps gtgt,worry
nothing relaxing on a saturday night,boredom
oh pw you done me wrong the signing time in ur childrens article are all wrongand no neil gaiman you tease me bea,sadness
i didnt wake up early enough to go roller blading contrary to a tributary i flow endlessly,worry
today was good that little girl hollie in bgt just me or complete sympahty vote how cute is aidan davis l tweet me x,happiness
yes yes you will,neutral
beachyummy steak and catching up on lost with my manlovely day,happiness
its a lie just like the restaraunt named quotgarfieldsquot he is nowhere to be found,surprise
listening to those litle hyperbirdies terrorizing the world since lets cook em,fun
upshot if they want to hunt you down uhh well i wish yall the best of luck tweeps,neutral
keep tryingtaking texts all week long,neutral
thanks for your follow just do you own thing join in with what interests you,empty
yes it is sucks dont it,hate
we agree you guy rock,relief
my ipod headphones have gone kaput wanted to buy new ones should i buy some bose instead then do they work with apple,surprise
definitely od tiredbut backstagepazzcom is no jokei think i want to be a groupie just so i can tell my tale,sadness
i know ahh so fun,fun
my neighbours are far too loud in thier back garden all i can hear is this loud woman that wont stop laughing,boredom
ugh kinda bored,empty
do you need to go on a bike ride,empty
bank holiday bliss jeremy kyle without even bothering the sky,relief
your the supporter its totally up to you,enthusiasm
ack i just read about your show thats horrible no accounting for taste,anger
omg its am and kim possible is on disney channel right now i am glued to the screen,surprise
lol takes some getting use to just replying to your email power keeps cutting out here s,boredom
yehey summer so exciteeeddd balme it on the aaaaaalcohol,happiness
my daddy left to go back home to texas i will c him hopefully n the next two months,sadness
rainy day in philly looks like its gonna be a movie night,sadness
awh thats not good get better soon,anger
omg i love my parents i juss got a lavender camera as an early birthday present,surprise
oh how today sucks,worry
caww that sounds good i hope youre right,neutral
had a great session canvassing in the sun but now is miserable cus i have no to go to the pub with,worry
great podcast i wish you guys had more chi shows this summer the only times i will see you will be at alpine,enthusiasm
haha yea just working and chillin in the eastbay unlike u i dont get a summer break boo,sadness
wow youre doing this all through text i would get tired after a while,surprise
one day the hubs and i will take one of those theres actually a missions cruise that we want to go on it has music too,love
hello yourself enjoy london watch out for the hackneys theyre mental,anger
its going to be a fun night and im helping host it,happiness
living down alki without offstreet parking blows p amp there is no parking wkds are the worst feel like a hostage,hate
if its sunny go to the beach im stuck at home doing essays when its degrees,boredom
ohhhh my feet ache,hate
ah just remembered some hopefully good news is coming hopefully soon from someone i know once again may the happydance commence,relief
it always rains right after i get my car washed,neutral
hiya did you get a picture of your converse get your converse out,fun
you were absolutely amazing in the wolverine youre sooo beautiful youre also such an amazing person i look up to u,happiness
i want to sooooooo bad,enthusiasm
true to form bank holiday monday looks like it might be rainy hope it holds off til later familyampfriends plan walk and picnic today,relief
lol simpsons se quotfirst day at your new school so lisa have fun and bart dontquot,happiness
im sorry to hear that that makes me sad,sadness
we should have a twitter reunion it would be awesome to meet you all lol iwonder howd iget that to pull off,enthusiasm
i never knew a dentention was so hard get,anger
